TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Two or more races pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,Obesity_number
0.07400929974321606,0.07190357439733998,0.06313029447357806,0.03370651978686463,0.0541769649036085,0.05038461538461538,0.07369467926404773,0.06934518060652888,0.06862345427367848,0.11606217616580311,0.08102239593026862,0.0037408511791813498,0.07400929974321606,0.07824251934419132,0.06853975744937715,0.04544193145552935,0.073513160538477,0.07365915500245789,0.03913894324853229,0.06318847765345978,0.03225709723306444,0.06860830043212233,0.04346878164962409,0.07741590278657823,0.08874901652242329,0.073202358959784,0.08237632508833923,0.08147202722824931,0.06434782608695654,0.07809798270893373,0.07259259259259258,0.0963121394776071
0.5256020542716359,0.4935577722360765,0.49314239612747074,0.2699515057175358,0.4361838853188334,0.4618269230769231,0.5156638488314271,0.4574077651149314,0.3859220002717761,0.4598445595854922,0.545427756064272,0.03383030631607482,0.5256020542716359,0.5365510524322277,0.45431597431816934,0.34716248092132646,0.45951376331123167,0.45587436288841165,0.33072407045009783,0.4077329209602964,0.2184671099209758,0.39121232062263905,0.30653263057858976,0.5375181289514073,0.4642538683451351,0.517177064089811,0.6385600706713781,0.5398851308232291,0.5450434782608696,0.5897694524495678,0.48987654320987656,0.6911011731155615
0.5251717676452218,0.4391105569409809,0.5301532876159741,0.26977189726396456,0.44666337123084526,0.4193269230769231,0.4948781700646444,0.46049835812246476,0.46093219187389595,0.483160621761658,0.5430857993672064,0.03675792897804283,0.5251717676452218,0.4959147232292625,0.43801788948032705,0.3314832801443041,0.405666063893912,0.40229230809034694,0.29500978473581213,0.27215472065136753,0.21005055949632853,0.26341473371363355,0.27798061986911626,0.5310269082921472,0.4931025439286651,0.5228790677845673,0.6280918727915195,0.5581791108274835,0.44295652173913047,0.5743515850144093,0.5061728395061728,0.6911011731155615
0.3398709140120758,0.4177057356608479,0.2605889471561113,0.2017601628449979,0.3283242708848245,0.29028846153846155,0.3255096966683242,0.2465713733822677,0.19975540154912352,0.2354922279792746,0.2671226502884794,0.0478720520466251,0.3398709140120758,0.11595692873762242,0.18762004060802284,0.12647426113500762,0.32933996383363473,0.33150500633877517,0.14677103718199608,0.268784423454351,0.1793022706562292,0.22303898102788322,0.21025836878993157,0.3309818499274842,0.24442696039863626,0.325866846667614,0.2659010600706713,0.20612635609444796,0.1507826086956522,0.2495677233429395,0.22123456790123458,0.300667574048869
0.05470192240960511,0.022236076475477973,0.03307785397337636,0.01748188948093157,0.03262481463173505,0.041826923076923074,0.06713078070611635,0.08460498358122465,0.08547356977850251,0.050518134715025906,0.05651715366958248,0.0056925996204933585,0.05470192240960511,0.05015962339700233,0.06102178565549032,0.021229360344109893,0.05035664054651397,0.049571809267548055,0.04354207436399217,0.02274595980582194,0.026827501757662343,0.024240947075970597,0.02479892507189736,0.053746180599557866,0.07778651980068188,0.061372033537018617,0.07482332155477033,0.07104871303977876,0.05634782608695653,0.06512968299711816,0.06271604938271605,0.07116468986972584
0.299215767922826,0.26340399002493764,0.2581686163775716,0.128539783272466,0.2383588729609491,0.2278846153846154,0.3187468920934858,0.2979524821325092,0.28115233047968474,0.31295336787564765,0.32523729759910663,0.013933315261588506,0.299215767922826,0.28640225096044586,0.30027986610327606,0.109476897460802,0.3087954591119148,0.30876303329797417,0.17661448140900193,0.23105832233631338,0.18144752258339633,0.2805438413357554,0.224503571861868,0.301553105506977,0.3095725150799895,0.29922196958931363,0.3572438162544169,0.26760263773665177,0.1782608695652174,0.2512968299711815,0.2518518518518519,0.41545142264566726
0.00877229509334444,0.009663341645885287,0.009076240419524002,0.003532299586900557,0.006030647553138903,0.0075,0.0060666335156638485,0.010913656557852036,0.009240385922000272,0.010880829015544042,0.01039146349029096,0.0002710761724044456,0.00877229509334444,0.006601374384503003,0.008725237337430719,0.0074233384209796026,0.011050833835643963,0.011047579622778194,0.006360078277886497,0.00759775105335316,0.004212967418771268,0.009145132195213155,0.005678525553228797,0.008011940466635689,0.008811959087332809,0.00817109563734546,0.009408127208480565,0.00850882790895554,0.006260869565217392,0.007780979827089338,0.007901234567901235,0.011147838485967981
0.09190089527378723,0.06920199501246883,0.06706333198870512,0.03933425133209603,0.0629757785467128,0.06846153846153846,0.10492292391844853,0.10421093297276415,0.09974181274629705,0.11632124352331606,0.10121595632483404,0.0042830035239902415,0.09190089527378723,0.11990693144310373,0.08637436206991164,0.051893991952268625,0.09202330721318064,0.09006235284986158,0.08953033268101761,0.053945838907030454,0.07394619044896608,0.06564473014417682,0.06936327826970551,0.09649530407355777,0.1152897980592709,0.09602813699019468,0.11925795053003534,0.10359497979153372,0.09269565217391305,0.09466858789625361,0.09283950617283951,0.1283297686175384
0.10383787910333821,0.08198254364089776,0.09318273497377975,0.042327725558282944,0.07622343054869006,0.08201923076923076,0.10641471904525111,0.11473826540467452,0.10205190922679712,0.1194300518134715,0.11149885228612197,0.010843046896177825,0.10383787910333821,0.12932200638493588,0.08390495527629918,0.08637435826280006,0.08981314044605185,0.090010607746242,0.0474559686888454,0.08747124727231988,0.06846051920073622,0.06964485809040415,0.08282269752408299,0.1057041073515538,0.11660110149488591,0.10521173795651556,0.1308303886925795,0.13997021910231863,0.13130434782608696,0.12953890489913544,0.1180246913580247,0.13941279408905308
0.2718856270386564,0.185785536159601,0.19967728922952804,0.1319523438903191,0.18022738507167574,0.1978846153846154,0.28831427150671307,0.32151825381495075,0.3102323685283327,0.32564766839378234,0.12240213412742726,0.01436703713743562,0.2718856270386564,0.32189816568367513,0.22103934588157823,0.28049118912168725,0.19158127385975487,0.18721378489560425,0.1917808219178082,0.18579608740857478,0.13998805041222698,0.15789735550040185,0.1759051681894205,0.28657119925653696,0.33847364280094416,0.2872317749040784,0.413030035335689,0.39629865985960433,0.335304347826087,0.47838616714697413,0.40296296296296297,0.4378119126320565
